Fecha,Nombre Productos,Cantidad,Precios
06/06/2022,Harina Integral Para Pizzas Con Levadura Pureza Paq 1 Kgm,2,"$269,95"
06/06/2022,Aceite Girasol PUREZA Botella 900 Ml,3,"$588,18"
06/06/2022,Rollo Film Adherente + Film De Aluminio SEPARATA 15 Mt / 5 Mt Paquete 2 Unidades,2,"$36,76"
06/06/2022,Jabón Con Proteína De Leche NIVEA Flow Pack Para Todo Tipo De Piel 1 X 125 Grs,2,"$1.071,92"
06/06/2022,Yogur Provitalis Bebible Descremado Frutilla La SERENISIMA Clasico 900gr,2,"$332,88"
06/06/2022,Aceto Balsámico MONTERREY 250 CC,1,"$596,64"
06/06/2022,Levadura Seca CALSA Mi Pan 10 Gr,9,"$495,00"
06/06/2022,Manteca Multivitaminas La Serenísima 200gr,10,"$2.422,80"
06/06/2022,Pan Blanco BIMBO Artesano 500g,2,"$1.283,98"
06/06/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,2,"$982,82"
06/06/2022,Lavandina En Gel Lavanda Vim Bot 700 Ml,3,"$372,27"
06/06/2022,Lavavajillas Act.Gel Enj.Fa Cif Bot 900 Ml,3,"$477,76"
06/06/2022,Limpiador En Crema CIF Original Multiuso 250 Ml,1,"$895,16"
26/05/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,6,"$215,28"
26/05/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
26/05/2022,Azúcar Superior Real LEDESMA 1 Kg.,4,"$265,00"
26/05/2022,Aceite Oliva Extra Virgen CAÑUELAS Intenso Botella 500 Ml,2,"$1.175,54"
26/05/2022,Aceite Girasol PUREZA Botella 900 Ml,4,"$588,18"
26/05/2022,Rollo Film Adherente + Film De Aluminio SEPARATA 15 Mt / 5 Mt Paquete 2 Unidades,3,"$36,76"
26/05/2022,Manteca Multivitaminas La Serenísima 200gr,6,"$2.422,80"
26/05/2022,Reggianito Xkg,1.0,"$2.389,00"
26/05/2022,Bucattini LUCCHETTI Paquete 500 Gr,2,"$361,14"
26/05/2022,Tirabuzon LUCCHETTI Paquete 500 Gr,2,"$361,14"
26/05/2022,Arroz Largo Fino LUCCHETTI Paquete 500 Gr,2,"$249,84"
26/05/2022,Pan Blanco BIMBO Artesano 500g,4,"$1.283,98"
26/05/2022,Polvo Para Hornear ROYAL Sobre 50 Gr,1,"$286,22"
26/05/2022,Bicarbonato De Sodio Alicante Sob 50 Grm,2,"$174,82"
26/05/2022,Dce. Batata . Esnaola Xkg,0.25,NA
26/05/2022,Cafe Instantaneo Suave Nescafe Pou 170 Grm,2.0,"$6.827,35"
26/05/2022,Leche Clasica Mas Liviana LA SERENISIMA Botella Larga Vida 1l,2,"$334,45"
26/05/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,4,"$5.346,15"
26/05/2022,Mayonesa Hellmann'S Light 475 G Doypack,1,"$644,31"
26/05/2022,Mayonesa Clásica Hellmanns Pou 475 Grm,1,"$644,31"
26/05/2022,Queso Azul SAN IGNACIO X Kg,0.5,NA
26/05/2022,Jugo CEPITA DEL VALLE Multifruta 200 Ml,6.0,"$477,25"
26/05/2022,Jugo CEPITA DEL VALLE Naranja 200 Ml,6,"$477,25"
26/05/2022,Jugo CEPITA DEL VALLE Manzana 200 Ml,6,"$477,25"
26/05/2022,Aceto Balsamico Don Marcell Bot 500 Cmq,1,"$738,84"
26/05/2022,Crema De Avellanas C/Cacao Nutella Pot 350 Grm,1,"$2.602,82"
26/05/2022,Limpiador De Pisos Plastificados Y Flotantes BLEM Original Repuesto Económico 400ml,4,"$665,53"
26/05/2022,Limpiador En Crema CIF Original Multiuso 250 Ml,1,"$895,16"
26/05/2022,Bolsas De Residuos TASK 50 X 70 Cm 20 U. Multiuso,3,"$29,58"
26/05/2022,Bolsas De Residuos ASURIN 80 X 110 Cm 10 U. Fuertes,4,"$138,17"
26/05/2022,Servilletas ELITE 30x30 Paquete 70 Unidades,3,"$1,15"
26/05/2022,Limpiador Líquido Aromatizante POETT Frescura De Lavanda (Botella) 4 Lts,1,"$206,75"
26/05/2022,Limpiador Líquido Aromatizante POETT Solo Para Tí (Botella) 4 Lts,1,"$206,75"
26/05/2022,Jabon Liquido Bio Enzimas Skip Doy 3 Ltr,1,"$620,80"
26/05/2022,Enjuag.Ropa Clásico Vivere Doy 3 Ltr,1,"$373,83"
26/05/2022,Desinfectante De Ambientes Y Elimina Olores LYSOFORM Original En Aerosol 360ml,2,"$1.216,63"
26/05/2022,P.Higienico Hoja Simple X6 Elite Paq 18 M2,3,"$26,64"
26/05/2022,Té Price Of Wales Twinings Cja 20 Grm,2,"$3.719,45"
26/05/2022,Desodorante Antitranspirante REXONA Invisible En Aerosol 150 Ml,1,"$1.953,26"
26/05/2022,Desodorante Antitranspirante Rexona Hombre En Aerosol 150 Ml,1,"$1.703,13"
26/05/2022,Franela 50x60 Valena,2,"$379,00"
18/05/2022,Aceite Fritolim Manteca 120 Gr Fritolim Aer .12 Kgm,2,"$3.568,41"
18/05/2022,Aceite Fritolim Clasico Antiad Fritolim Aer 120 Grm,2,"$3.568,41"
18/05/2022,Salsa Espec. Inglesa VANOLI Bot 180 Cmq,1,"$1.524,72"
18/05/2022,Azúcar Superior Real LEDESMA 1 Kg.,3,"$265,00"
18/05/2022,Pan Blanco BIMBO Artesano 500g,3,"$1.283,98"
18/05/2022,Rollo Cocina Mega 100 Paños Campanita Paq 3 Rol,3,"$47,28"
18/05/2022,Aceite Girasol PUREZA Botella 900 Ml,6,"$588,18"
18/05/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,3,"$1.130,59"
18/05/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,10,"$267,25"
18/05/2022,Queso Crema Clásico Entero CASANCREM 480gr,2,"$1.546,87"
18/05/2022,Crema Leche Clásica P/Bati La Serenisi Ttb 330 Ml,3,"$1.633,03"
18/05/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,4,"$185,09"
18/05/2022,Levadura Seca CALSA Mi Pan 10 Gr,8,"$495,00"
18/05/2022,Queso Cremon Cremoso LA SERENISIMA X Kg,0.5,"$1.779,00"
18/05/2022,Queso Cremon Light LA SERENISIMA X Kg,0.5,"$2.019,00"
18/05/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,3.0,"$5.346,15"
18/05/2022,Yogur Bebible Descremado La Serenisima Frutilla 900 Gr,2,"$168,88"
18/05/2022,Aceite Oliva Extra Virgen CAÑUELAS Clásico Botella 500 Ml,1,"$1.704,10"
18/05/2022,Queso Untable Clásico FINLANDIA Pot 290 Grm,1,"$2.259,13"
18/05/2022,P.Higienico Ultra Doble Ho Elite Paq 12 M2,5,"$47,66"
18/05/2022,Té Price Of Wales Twinings Cja 20 Grm,2,"$3.719,45"
18/05/2022,Te Boldo GREEN HILLS X 20 Saquitos,1,"$892,50"
12/05/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,8,"$185,09"
12/05/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,10,"$267,25"
12/05/2022,Mate Cocido X50 Saq. Selec La Tranquer Cja 200 Grm,1,"$1.876,53"
12/05/2022,Queso Untable Clásico FINLANDIA Pot 290 Grm,3,"$2.259,13"
12/05/2022,Arroz Largo Fino LUCCHETTI Estuche X1 Kg,3,"$267,16"
12/05/2022,Leche Clasica Mas Liviana LA SERENISIMA Botella Larga Vida 1l,5,"$334,45"
12/05/2022,Manteca Multivitaminas La Serenísima 200gr,8,"$2.422,80"
12/05/2022,Rollo De Cocina FELPITA 120 Paños Paquete 3 Unidades,3,"$88,95"
12/05/2022,P.Higienico Doble Hoja Higienol Paq 12 M2,2,"$39,69"
12/05/2022,P.Higienico Export Hoja Si Higienol Paq 12 M2,3,"$28,95"
12/05/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
12/05/2022,Reggianito Xkg,0.5,"$2.389,00"
12/05/2022,Detergente MAGISTRAL Manzana Multiuso Plus 500 Ml,4.0,"$675,98"
12/05/2022,Telas KLARO Aerosol 360 CC,3,"$663,86"
12/05/2022,Desinfectante De Ambientes Y Elimina Olores LYSOFORM Original En Aerosol 360ml,2,"$1.216,63"
12/05/2022,Caldo KNORR Cubo De Gallina 12 Unidades,2,"$2.159,38"
12/05/2022,Caldo KNORR En Cubos De Verduras 12 Unidades,2,"$2.159,38"
12/05/2022,Pan Blanco BIMBO Artesano 500g,2,"$1.283,98"
12/05/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,1,"$982,82"
12/05/2022,Rollo Papel Manteca Separata Rol 1 Uni,2,"$139,70"
12/05/2022,Nuez Moscada Grano La Parmesan Bli 2 Grm,1,"$18.980,00"
12/05/2022,"Guante Go! Classic - Talle ""M""",2,"$757,09"
12/05/2022,Bolsas De Residuos ASURIN 80 X 110 Cm 10 U. Fuertes,3,"$138,17"
12/05/2022,Bolsas De Residuos ASURIN 34 X 38 Cm 30 U. Para Baños,2,"$11,37"
04/05/2022,Esencia Vainilla Dos Anclas Pet 100 Cmq,2,"$2.888,00"
04/05/2022,Azúcar Superior Real LEDESMA 1 Kg.,4,"$265,00"
04/05/2022,Pan Blanco BIMBO Artesano 500g,4,"$1.283,98"
04/05/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,3,"$982,82"
04/05/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,10,"$267,25"
04/05/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,3,"$1.130,59"
04/05/2022,Crema Leche Clásica P/Bati La Serenisi Ttb 330 Ml,2,"$1.633,03"
04/05/2022,Aceite Girasol PUREZA Botella 900 Ml,5,"$588,18"
04/05/2022,Sal Gruesa . Celusal Paq 1 Kgm,3,"$213,13"
04/05/2022,Mayonesa Clásica Hellmanns Bot 320 Grm,1,"$812,71"
04/05/2022,Mayonesa HELLMANNS Light 950 G Doypack,1,"$578,26"
04/05/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
04/05/2022,Queso Untable Clásico FINLANDIA Pot 290 Grm,2,"$2.259,13"
04/05/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,3,"$419,11"
04/05/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,4,"$185,09"
04/05/2022,Harina Leudante Ultra Refinada Pureza Paq 1 Kgm,4,"$221,83"
04/05/2022,Cacao En Polvo Instantáneo NESQUIK Paq 800 Grm,2,"$1.305,68"
04/05/2022,Choc.P/Taza . Aguila Tab 100 Grm,3,"$3.609,90"
04/05/2022,Chocolate Extrafino Amar Aguila Tab 150 Grm,1,"$4.069,93"
04/05/2022,Pure De Tomate SALSATI Tetrabrik 520 Gr,3,"$201,55"
04/05/2022,Tomate Perita LA CAMPAGNOLA Lata 400 Gr,3,"$472,75"
04/05/2022,Levadura Seca CALSA Mi Pan 10 Gr,10,"$495,00"
04/05/2022,Manteca Multivitaminas La Serenísima 200gr,10,"$2.422,80"
04/05/2022,Sal Fina . Celusal Paq 500 Grm,3,"$270,38"
04/05/2022,Rollo Film Adherente + Film De Aluminio SEPARATA 15 Mt / 5 Mt Paquete 2 Unidades,3,"$36,76"
04/05/2022,Palitos Para Brochette IDEAL Paq 25 Uni,2,"$7,32"
04/05/2022,Escarbadientes IDEAL Paq 1 X 50 Uni.,2,"$75,99"
04/05/2022,Queso Blanco Clásico Light CASANCREM 480gr,1,"$1.546,87"
04/05/2022,Queso Crema Clásico Entero CASANCREM 480gr,3,"$1.546,87"
04/05/2022,"Bolsas Herméticas ZIPLOC 16,5 X 14,9 Cm 25 U. Chicas",1,"$37,86"
04/05/2022,"Bolsas Herméticas ZIPLOC 26,8 X 27,3 Cm 15 U. Para Organizar",1,"$74,40"
04/05/2022,Té Price Of Wales Twinings Cja 20 Grm,3,"$3.719,45"
04/05/2022,Té Earl Grey Twinings Cja 20 Grm,2,"$3.719,45"
04/05/2022,Te C/Sab.Frutilla GREEN HILLS X 20 Saquitos,2,"$704,75"
04/05/2022,Te Earl Grey GREEN HILLS X 20 Uni,1,"$955,00"
04/05/2022,Aceite Oliva Virgen Extra Ciudad Del Lago Botella 500 Ml,1,"$1.944,72"
04/05/2022,Yogur Natural Entero Sin Azúcar YOGURISIMO 300gr,3,"$1.226,33"
04/05/2022,Gall.Dulces Chocolat Chocolinas Paq 250 Grm,4,"$707,96"
04/05/2022,Te Manzanilla GREEN HILLS X 20 Uni,1,"$873,10"
04/05/2022,Ketchup Hellmann'S Regular 500 G,2,"$629,00"
04/05/2022,Aceto Balsamico Don Marcell Bot 500 Cmq,1,"$738,84"
04/05/2022,Salsa De Soja COCINERO Pet 500 Ml,2,"$1.094,40"
04/05/2022,Mostaza BRENNAN´S Dijon Suave Tradicional Frasco 200 Gr,1,"$4.534,40"
04/05/2022,Mostaza SAVORA Original 500 G,2,"$555,80"
04/05/2022,Jabon En Pan Clásico Zorro Paq 150 Grm,3,"$766,60"
04/05/2022,Rollos De Cocina Clásico X3 Uni Sussex Paq 10.3 Mtr,4,"$62,75"
04/05/2022,Telas KLARO Aerosol 360 CC,2,"$663,86"
04/05/2022,Limpiador Cif Gel Ultra Blanco 500 Ml,1,"$395,82"
04/05/2022,Lavavajillas Act.Gel Enj.Fa Cif Bot 900 Ml,3,"$477,76"
04/05/2022,P.Higienico Ultra Doble Ho Elite Paq 12 M2,4,"$47,66"
04/05/2022,Servilletas ELITE 30x30 Paquete 70 Unidades,3,"$1,15"
04/05/2022,Limp. Cocina Anti Grasa ECOVITA Doy 900 Ml,2,"$131,10"
04/05/2022,Rejilla Magic Paño De Glow X 1 Uni,1,"$470,49"
04/05/2022,Paño M/Uso 38 X 36 Cm MORTIMER Bsa 3 Uni,2,"$123,27"
04/05/2022,Paño Absorbente Virulana TWIST 38 X 36 Paq 1 Uni,4,"$62,99"
04/05/2022,Trapo D/Piso Extra Suave Gr Mister Trap X 1 Uni,3,"$248,99"
04/05/2022,Jabón Antibacterial Herbal NIVEA Flow Pack Para Todo Tipo De Piel 1 X 90 Grs,2,"$2.266,55"
04/05/2022,Limpiador De Pisos Plastificados Y Flotantes BLEM Original Repuesto Económico 400ml,4,"$665,53"
04/05/2022,Secador La Gauchita Doble Goma 40 Cms,1,"$886,89"
04/05/2022,Cabo Metalico GAUCHITA 1 Uni,1,"$928,99"
04/05/2022,Escobilla Sanitaria Con Bols La Gauchita,1,"$1.309,69"
04/05/2022,"Guante Go! Classic - Talle ""M""",1,"$757,09"
04/05/2022,Lustramuebles BLEM Brillo Y Protección Madera Original Aerosol 360cc,1,"$1.543,86"
04/05/2022,Crema De Avellanas C/Cacao Nutella Pot 140 Grm,2,"$3.142,78"
04/05/2022,Franela 50x60 Valena,2,"$379,00"
27/04/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,8,"$267,25"
27/04/2022,Servilletas ELITE 30x30 Paquete 70 Unidades,3,"$1,15"
27/04/2022,P.Higienico Hoja Simple X6 Elite Paq 18 M2,2,"$26,64"
27/04/2022,P.Higienico Ultra Doble Ho Elite Paq 12 M2,1,"$47,66"
27/04/2022,Pan Blanco BIMBO Artesano 500g,3,"$1.283,98"
27/04/2022,Yogur Estilo Griego Entero Frutillas A La Crema YOGURISIMO ​125gr,4,"$2.167,50"
27/04/2022,Yogur Bebible Descremado La Serenisima Frutilla 900 Gr,1,"$168,88"
27/04/2022,Yogur Bebible Descremado La Serenisima Vainilla 900 Gr,1,"$168,88"
27/04/2022,Levadura Seca CALSA Mi Pan 10 Gr,6,"$495,00"
27/04/2022,Reggianito Xkg,0.5,"$2.389,00"
27/04/2022,Jabon Liquido Bio Enzimas Skip Doy 3 Ltr,2.0,"$620,80"
27/04/2022,Aceite Girasol PUREZA Botella 900 Ml,3,"$588,18"
27/04/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
27/04/2022,VIRULANA Inoxy X1 Uni,1,"$59,00"
27/04/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,4,"$185,09"
27/04/2022,Harina Leudante Ultra Refinada Pureza Paq 1 Kgm,2,"$221,83"
27/04/2022,Limpiador Líquido Aromatizante POETT Frescura De Lavanda (Botella) 4 Lts,2,"$206,75"
22/04/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,6,"$267,25"
22/04/2022,Lavandina En Gel Lavanda Vim Bot 700 Ml,4,"$372,27"
22/04/2022,Mayonesa Clásica Hellmanns Bot 320 Grm,2,"$812,71"
22/04/2022,Mayonesa Hellmann'S Light 237 G Doypack,1,"$772,15"
22/04/2022,Limpiador De Pisos Plastificados Y Flotantes BLEM Aloe Y Pepino Repuesto Económico 400ml,3,"$829,72"
22/04/2022,Sal Fina . Dos Anclas Paq 500 Grm,3,"$235,78"
22/04/2022,Queso Untable Clásico FINLANDIA Pot 290 Grm,1,"$2.259,13"
22/04/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,1,"$982,82"
22/04/2022,Pan Blanco BIMBO Artesano 500g,2,"$1.283,98"
22/04/2022,Mate Cocido X50 Sob. Selec La Tranquer Cja 200 Grm,1,"$2.439,86"
22/04/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,4,"$5.346,15"
22/04/2022,Tirabuzon LUCCHETTI Paquete 500 Gr,3,"$361,14"
22/04/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,2,"$1.130,59"
22/04/2022,Manteca Multivitaminas La Serenísima 200gr,5,"$2.422,80"
22/04/2022,Pan Rapiditas Inte Bimbo Paq 265 Grm,2,"$1.301,84"
22/04/2022,Pan Rapiditas BIMBO Paq 275 Grm,2,"$1.254,50"
22/04/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,3,"$185,09"
22/04/2022,Harina Leudante Ultra Refinada Pureza Paq 1 Kgm,2,"$221,83"
22/04/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,3,"$419,11"
22/04/2022,Azúcar Superior Real LEDESMA 1 Kg.,2,"$265,00"
22/04/2022,Queso Crema Clásico Entero CASANCREM 480gr,3,"$1.546,87"
22/04/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
12/04/2022,Pan Blanco BIMBO Artesano 500g,3,"$1.283,98"
12/04/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,2,"$982,82"
12/04/2022,Queso Cremon Light LA SERENISIMA X Kg,1.0,"$2.019,00"
12/04/2022,Port Salut Sin Lactosa LA SERENISIMA X 1 Kgm,0.5,"$1.959,00"
12/04/2022,Rollos De Cocina Familiar 200 P Sussex Rol 4.12 Mtr,4.0,"$52,65"
12/04/2022,Arroz Largo Fino GALLO Versátil Paquete 1 Kg,3,"$192,40"
12/04/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,6,"$267,25"
12/04/2022,Levadura Seca CALSA Mi Pan 10 Gr,5,"$495,00"
12/04/2022,Oregano Alicante Sob 50 Grm,1,"$607,90"
12/04/2022,Perejil Deshidratado Alicante Pou 25 Grm,2,"$878,80"
12/04/2022,Manteca Multivitaminas La Serenísima 200gr,8,"$2.422,80"
12/04/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,5,"$419,11"
12/04/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,3,"$1.130,59"
12/04/2022,Paño Absorbente Virulana TWIST 38 X 36 Paq 1 Uni,3,"$62,99"
12/04/2022,Jugo CEPITA DEL VALLE Multifruta 1 Lt,12,"$254,24"
12/04/2022,Bolsa Freezer 35x45 SEPARATA Bol 20 Uni,2,"$31,50"
12/04/2022,Repelente Para Mosquitos Off! Smooth & Dry Aerosol 114cc,2,"$6.477,10"
12/04/2022,Repelente Para Mosquitos OFF! Extra Duración Aerosol 170cc,1,"$2.629,35"
12/04/2022,Repelente Para Mosquitos Off! Family Spray 200ml,1,"$2.339,95"
12/04/2022,Insecticida RAID Mata Moscas Y Mosquitos Sin Olor En Aerosol 360cc,4,"$877,75"
12/04/2022,Queso Blanco Clásico Light CASANCREM 480gr,1,"$1.546,87"
12/04/2022,Queso Crema Clásico Entero CASANCREM 480gr,1,"$1.546,87"
12/04/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
12/04/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,4,"$5.346,15"
12/04/2022,Rollo Film Adherente + Film De Aluminio SEPARATA 15 Mt / 5 Mt Paquete 2 Unidades,3,"$36,76"
12/04/2022,P.Higienico Hoja Simple X6 Elite Paq 18 M2,2,"$26,64"
12/04/2022,Limpiador Líquido Aromatizante POETT Frescura De Lavanda (Botella) 4 Lts,1,"$206,75"
12/04/2022,Fideos Soperos Sem. LUCCHETTI Municiones Paq 500 Grm,1,"$361,14"
12/04/2022,Cabellos De Ángel LUCCHETTI Paquete 500 Gr,2,"$556,76"
12/04/2022,Huevo Color Maple X 30 Uni 30 Uni,1,"$36,57"
30/03/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
30/03/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,4,"$185,09"
30/03/2022,Mayonesa Clásica Hellmanns Bot 320 Grm,1,"$812,71"
30/03/2022,Mayonesa HELLMANNS Light 950 G Doypack,1,"$578,26"
30/03/2022,Tirabuzon LUCCHETTI Paquete 500 Gr,3,"$361,14"
30/03/2022,Espagueti LUCCHETTI Paquete 500 Gr,3,"$320,96"
30/03/2022,Aceite Oliva Extra Virgen S Cocinero Bot 500 Ml,2,"$2.470,38"
30/03/2022,Cereal Kelloggs Zucaritas Est 730 Grm,2,"$1.416,42"
30/03/2022,Cereal Frutal TRIX 480 Grm,2,"$1.404,14"
30/03/2022,Rollos De Cocina D/H Maxirollo Elite Paq 2 Uni,4,"$145,50"
30/03/2022,Salsa Filetto La Campagnola Pou 340 Grm,4,"$473,67"
30/03/2022,Vinagre Alcohol MENOYO Pet 1 Ltr,1,"$175,76"
30/03/2022,Pan Blanco BIMBO Artesano 500g,2,"$1.283,98"
30/03/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,2,"$982,82"
30/03/2022,Pan De Hamburguesa BIMBO Artesano 4u 240 Grm,3,"$1.429,12"
30/03/2022,Dulce Leche LA SERENISIMA Clásico Fuente De Calcio 400 Gr,1,"$583,87"
30/03/2022,Dulce De Membrillo Esnaola Cja 1 Kgm,1,"$499,00"
30/03/2022,Dulce De Batata Esnaola Cja 1 Kgm,1,"$499,00"
30/03/2022,Queso Blanco Clásico Light CASANCREM 480gr,1,"$1.546,87"
30/03/2022,Queso Crema Clásico Entero CASANCREM 480gr,1,"$1.546,87"
30/03/2022,Queso Untable Original Philadelphi Pot 300 Grm,1,"$4.818,66"
30/03/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,6,"$267,25"
30/03/2022,Yogur Bebible Descremado La Serenisima Frutilla 900 Gr,1,"$168,88"
30/03/2022,Yogur Bebible Descremado La Serenisima Vainilla 900 Gr,1,"$168,88"
30/03/2022,Prelavado TRENET Espuma Hyperactive Botella 500 Cc,1,"$1.069,38"
30/03/2022,Jabón Líquido Skip Regular Ph Balanceado 3 L Doypack,1,"$310,67"
30/03/2022,Enjuag.Ropa Clásico Vivere Doy 3 Ltr,1,"$373,83"
30/03/2022,Desinfectante De Ambientes Y Elimina Olores LYSOFORM Lavanda En Aerosol 495ml,3,"$1.017,75"
30/03/2022,Lavavajillas Multiuso Manza Magistral Bot 750 Ml,2,"$606,65"
30/03/2022,Manteca Multivitaminas La Serenísima 200gr,6,"$2.422,80"
30/03/2022,Trapo D/Piso Consorcio Gris Mister Trap X 1 Uni,2,"$478,99"
30/03/2022,Queso FINLANDIA Chef Hebras Cheddar 130gr,4,"$3.992,30"
30/03/2022,Coditos LUCCHETTI Paquete 500 Gr,3,"$361,14"
30/03/2022,Leche Multidefensas 3% LA SERENISIMA Sachet 1l,2,"$267,25"
30/03/2022,Te C/Sab.Frutilla GREEN HILLS X 20 Saquitos,1,"$704,75"
30/03/2022,Te Earl Grey GREEN HILLS X 20 Uni,1,"$955,00"
30/03/2022,Te Relax Mezcla D Green Hills Cja 20 Grm,1,"$1.528,55"
30/03/2022,Franela 50x60 Valena,3,"$379,00"
25/03/2022,P.Higienico Hoja Simple X6 Elite Paq 18 M2,3,"$26,64"
25/03/2022,P.Higienico Ultra Doble Ho Elite Paq 12 M2,5,"$47,66"
25/03/2022,Jugo CEPITA DEL VALLE Multifruta 200 Ml,12,"$477,25"
25/03/2022,Aceite Fritolim Manteca 120 Gr Fritolim Aer .12 Kgm,3,"$3.568,41"
25/03/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,4,"$419,11"
25/03/2022,Cafe Instantaneo Suave Nescafe Pou 170 Grm,4,"$6.827,35"
25/03/2022,Azúcar Superior Real LEDESMA 1 Kg.,3,"$265,00"
25/03/2022,Levadura Seca CALSA Mi Pan 10 Gr,8,"$495,00"
25/03/2022,Arroz Largo Fino GALLO Integral Con Fibra Paquete 500 Gr,1,"$386,14"
25/03/2022,Arroz Largo Fino GALLO Versátil Paquete 1 Kg,4,"$192,40"
25/03/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,6,"$5.346,15"
25/03/2022,Caldo KNORR En Cubos De Verduras 12 Unidades,2,"$2.159,38"
25/03/2022,Té Lady Grey Twinings Cja 20 Grm,2,"$3.719,45"
25/03/2022,Choclo Amarillo Enteros ARCOR Lata 300 Gr,6,"$575,12"
25/03/2022,Choc.P/Taza Familiar Aguila Tab 225 Grm,3,"$2.935,51"
25/03/2022,Crema De Avellanas C/Cacao Nutella Pot 140 Grm,1,"$3.142,78"
25/03/2022,Harina Leudante Ultra Refinada 0% Sodio PUREZA 1 Kg,3,"$225,12"
25/03/2022,Paño P/Piso 3 Paños 50 X 5 Skay Paq 3 Uni,2,"$222,00"
25/03/2022,Paño Paño Multiuso Glow X 1 Uni,2,"$304,89"
25/03/2022,Esponja MORTIMER Cuadriculada Abrasiva 1 Un,4,"$128,99"
25/03/2022,Yogur Bebible Parcialmente Descremado Vainilla YOGURISIMO 1kg,2,"$522,20"
25/03/2022,Yogur Estilo Griego Entero Frutillas A La Crema YOGURISIMO ​125gr,5,"$2.167,50"
25/03/2022,"Bolsas Herméticas ZIPLOC 26,8 X 27,3 Cm 15 U. Para Organizar",2,"$74,40"
25/03/2022,"Bolsas Herméticas ZIPLOC 20 X 14,9 X 4,7 Cm 11 U. Para Organizar",1,"$101,46"
25/03/2022,Jabón De Tocador DOVE Original Multipack 6x90 G,2,"$1.837,01"
25/03/2022,Leche Multidefensas 1% LA SERENISIMA Sachet 1l,8,"$267,25"
25/03/2022,Pan Rapiditas BIMBO Paq 275 Grm,3,"$1.254,50"
25/03/2022,Pan Rapiditas Ligh Bimbo Paq 275 Grm,2,"$1.254,50"
25/03/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,18,"$97,55"
25/03/2022,Queso Cheddar Feteado La Serenisima 150gr,2,"$3.986,66"
25/03/2022,Crema Leche P/Cocinar La Serenisi Ttb 330 Ml,3,"$1.557,57"
25/03/2022,Aceite Girasol Plus Omega 9 Cocinero Bot 1.5 Ltr,2,"$428,27"
14/03/2022,P.Higienico Hoja Simple X6 Elite Paq 18 M2,3,"$26,64"
14/03/2022,P.Higienico Ultra Doble Ho Elite Paq 12 M2,5,"$47,66"
14/03/2022,Jugo CEPITA DEL VALLE Multifruta 200 Ml,12,"$477,25"
14/03/2022,Aceite Fritolim Manteca 120 Gr Fritolim Aer .12 Kgm,3,"$3.568,41"
14/03/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,4,"$419,11"
14/03/2022,Cafe Instantaneo Suave Nescafe Pou 170 Grm,4,"$6.827,35"
14/03/2022,Mayonesa HELLMANNS Clásica Doypack 237 G,3,"$383,54"
